iterations,fitness
100,0.19550649704061501
200,0.19550649704061501
300,0.19550649704061501
400,0.19550649704061501
500,0.19550649704061501
600,0.19550649704061501
700,0.19550649704061501
800,0.19550649704061501
900,0.19550649704061501
1000,0.19550649704061501
