iterations,fitness
100,0.18440029934009117
200,0.18989387033131505
300,0.18989387033131505
400,0.19754745220763317
500,0.19754745220763317
600,0.20105109191101436
700,0.20105109191101436
800,0.20105109191101436
900,0.20105109191101436
1000,0.20105109191101436
1100,0.20105109191101436
1200,0.20105109191101436
1300,0.20105109191101436
1400,0.20525205796312673
1500,0.20525205796312673
1600,0.20525205796312673
1700,0.20525205796312673
1800,0.20525205796312673
1900,0.20525205796312673
2000,0.20525205796312673
2100,0.20525205796312673
2200,0.20525205796312673
2300,0.20525205796312673
2400,0.20525205796312673
2500,0.20525205796312673
2600,0.20525205796312673
2700,0.20525205796312673
2800,0.20525205796312673
2900,0.20525205796312673
3000,0.20525205796312673
3100,0.20525205796312673
3200,0.20525205796312673
3300,0.20525205796312673
3400,0.20525205796312673
3500,0.20525205796312673
3600,0.20525205796312673
3700,0.20525205796312673
3800,0.20525205796312673
3900,0.20525205796312673
4000,0.20525205796312673
4100,0.20525205796312673
4200,0.20525205796312673
4300,0.20525205796312673
4400,0.20525205796312673
4500,0.20525205796312673
4600,0.20525205796312673
4700,0.20525205796312673
4800,0.20525205796312673
4900,0.20525205796312673
5000,0.20525205796312673
5100,0.20525205796312673
5200,0.20525205796312673
5300,0.20525205796312673
5400,0.20525205796312673
5500,0.20525205796312673
5600,0.20525205796312673
5700,0.20525205796312673
5800,0.20525205796312673
5900,0.20525205796312673
6000,0.20525205796312673
6100,0.20525205796312673
6200,0.20525205796312673
6300,0.20525205796312673
6400,0.20525205796312673
6500,0.20525205796312673
6600,0.20525205796312673
6700,0.20525205796312673
6800,0.20525205796312673
6900,0.20525205796312673
7000,0.20525205796312673
7100,0.20525205796312673
7200,0.20525205796312673
7300,0.20525205796312673
7400,0.20525205796312673
7500,0.20525205796312673
7600,0.20525205796312673
7700,0.20525205796312673
7800,0.20525205796312673
7900,0.20525205796312673
8000,0.20525205796312673
8100,0.20525205796312673
8200,0.20525205796312673
8300,0.20525205796312673
8400,0.20525205796312673
8500,0.20525205796312673
8600,0.20525205796312673
8700,0.20525205796312673
8800,0.20525205796312673
8900,0.20525205796312673
9000,0.20525205796312673
9100,0.20525205796312673
9200,0.20525205796312673
9300,0.20525205796312673
9400,0.20525205796312673
9500,0.20525205796312673
9600,0.20525205796312673
9700,0.20525205796312673
9800,0.20525205796312673
9900,0.20525205796312673
10000,0.20525205796312673
10100,0.20525205796312673
10200,0.20525205796312673
10300,0.20525205796312673
10400,0.20525205796312673
10500,0.20525205796312673
10600,0.20525205796312673
10700,0.20525205796312673
10800,0.20525205796312673
10900,0.20525205796312673
11000,0.20525205796312673
11100,0.20525205796312673
11200,0.20525205796312673
11300,0.20525205796312673
11400,0.20525205796312673
11500,0.20525205796312673
11600,0.20525205796312673
11700,0.20525205796312673
11800,0.20525205796312673
11900,0.20525205796312673
12000,0.20525205796312673
12100,0.20525205796312673
12200,0.20525205796312673
12300,0.20525205796312673
12400,0.20525205796312673
12500,0.20525205796312673
12600,0.20525205796312673
12700,0.20525205796312673
12800,0.20525205796312673
12900,0.20525205796312673
13000,0.20525205796312673
13100,0.20525205796312673
13200,0.20525205796312673
